FundingOrgName,ProjectCategory,StartDate,EndDate,AwardPounds,Region,Status
Innovate UK,BIS-Funded Programmes,2016,2018,9491070,North East,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,3322220,North East,Active
Innovate UK,BIS-Funded Programmes,2014,2017,1621637,North East,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,1537581,North East,Closed
Innovate UK,BIS-Funded Programmes,2021,2022,723604,North East,Active
Innovate UK,BIS-Funded Programmes,2015,2018,477468,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,148500,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,147900,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,146880,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2011,145256,North East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,142845,North East,Closed
Innovate UK,BIS-Funded Programmes,2020,2022,990520,North West,Active
Innovate UK,BIS-Funded Programmes,2015,2018,825611,North West,Closed
Innovate UK,BIS-Funded Programmes,2014,2018,563663,North West,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,499012,North West,Active
Innovate UK,BIS-Funded Programmes,2014,2018,384004,North West,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,380033,North West,Active
Innovate UK,BIS-Funded Programmes,2019,2022,229632,North West,Active
Innovate UK,BIS-Funded Programmes,2020,2022,225110,North West,Active
Innovate UK,BIS-Funded Programmes,2010,2013,150000,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,149213,North West,Closed
Innovate UK,BIS-Funded Programmes,2015,2017,148439,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,142215,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2010,135000,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2012,134620,North West,Closed
Innovate UK,BIS-Funded Programmes,2018,2019,126952,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2012,114575,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2010,114000,North West,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,106758,North West,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,29126876,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,17987605,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,10955000,Yorkshire and The Humber,Active
Innovate UK,BIS-Funded Programmes,2019,2022,4525000,Yorkshire and The Humber,Active
Innovate UK,BIS-Funded Programmes,2019,2021,422079,Yorkshire and The Humber,Active
Innovate UK,BIS-Funded Programmes,2015,2018,335739,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2017,2019,276587,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2021,2022,211267,Yorkshire and The Humber,Active
Innovate UK,BIS-Funded Programmes,2020,2020,196000,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,193011,Yorkshire and The Humber,Active
Innovate UK,BIS-Funded Programmes,2010,2013,150000,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2010,2010,137674,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,137641,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2020,2020,135000,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2015,2017,123346,Yorkshire and The Humber,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,10804816,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,9053036,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2013,2017,6154751,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,5057200,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2014,2019,4469432,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,3977614,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,3845435,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,3705613,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2016,2019,2724997,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,606420,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2019,2021,499774,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2019,2021,495837,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2016,2019,380427,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2017,262450,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2021,2022,236921,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2019,2021,216051,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2019,2021,200392,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2015,2016,181976,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2012,150000,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2020,2022,149091,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2020,2022,148495,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2010,2013,148097,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2018,2019,145839,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2021,2022,138549,East Midlands,Active
Innovate UK,BIS-Funded Programmes,2010,2011,115640,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2020,2021,112778,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2017,69108,East Midlands,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,16012585,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2015,2019,14993919,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2012,2013,14975000,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2020,2022,12619134,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2015,2019,11780000,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2017,2021,11171393,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,10906000,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2018,2022,10418523,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2014,2017,10278773,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,9744573,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,9652516,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2020,2023,8742486,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2017,2019,8197184,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,7651633,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2018,6600024,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,6292379,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2018,2021,4001347,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2017,2021,3883921,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2017,2020,3656189,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,3638430,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2014,2017,3295915,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,3277266,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2016,2021,2439358,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2020,2023,2420216,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2014,2017,2257470,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2012,2016,1531359,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,1325521,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2020,853849,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,733916,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2015,2017,692889,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2018,524854,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2020,2021,410526,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2015,2019,402163,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2017,342692,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,326104,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2016,238500,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,209356,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2021,2021,187689,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2017,2019,169480,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2012,150000,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,147724,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2015,2016,127415,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,113146,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2021,2023,110006,West Midlands,Active
Innovate UK,BIS-Funded Programmes,2014,2015,84466,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2017,46402,West Midlands,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,17785517,East of England,Closed
Innovate UK,BIS-Funded Programmes,2015,2018,13044190,East of England,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,11360000,East of England,Active
Innovate UK,BIS-Funded Programmes,2012,2014,6824000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2018,2021,6594092,East of England,Active
Innovate UK,BIS-Funded Programmes,2017,2022,3764000,East of England,Active
Innovate UK,BIS-Funded Programmes,2016,2019,3644385,East of England,Closed
Innovate UK,BIS-Funded Programmes,2016,2018,3453639,East of England,Closed
Innovate UK,BIS-Funded Programmes,2012,2014,3090000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2013,2015,2468765,East of England,Closed
Innovate UK,BIS-Funded Programmes,2013,2015,2105000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,1399878,East of England,Closed
Innovate UK,BIS-Funded Programmes,2017,2022,1041050,East of England,Active
Innovate UK,BIS-Funded Programmes,2019,2022,644686,East of England,Active
Innovate UK,BIS-Funded Programmes,2019,2023,557035,East of England,Active
Innovate UK,BIS-Funded Programmes,2019,2022,439102,East of England,Active
Innovate UK,BIS-Funded Programmes,2019,2021,344961,East of England,Active
Innovate UK,BIS-Funded Programmes,2017,2018,330453,East of England,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,308135,East of England,Closed
Innovate UK,BIS-Funded Programmes,2014,2018,280849,East of England,Closed
Innovate UK,BIS-Funded Programmes,2018,2019,267940,East of England,Closed
Innovate UK,BIS-Funded Programmes,2015,2018,253781,East of England,Closed
Innovate UK,BIS-Funded Programmes,2019,2020,249486,East of England,Closed
Innovate UK,BIS-Funded Programmes,2020,2020,244000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2015,2017,241654,East of England,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,227670,East of England,Closed
Innovate UK,BIS-Funded Programmes,2015,2016,221870,East of England,Closed
Innovate UK,BIS-Funded Programmes,2021,2022,218879,East of England,Active
Innovate UK,BIS-Funded Programmes,2015,2015,203620,East of England,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,176892,East of England,Closed
Innovate UK,BIS-Funded Programmes,2020,2022,174369,East of England,Active
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2020,2021,149613,East of England,Active
Innovate UK,BIS-Funded Programmes,2010,2013,144596,East of England,Closed
Innovate UK,BIS-Funded Programmes,2016,2020,143780,East of England,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,119921,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,114206,East of England,Closed
Innovate UK,BIS-Funded Programmes,2018,2019,113521,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2010,104700,East of England,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,103000,East of England,Closed
Innovate UK,BIS-Funded Programmes,2018,2019,92248,East of England,Closed
Innovate UK,BIS-Funded Programmes,2016,2017,90692,East of England,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,89005,East of England,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,84192,East of England,Active
Innovate UK,BIS-Funded Programmes,2015,2017,80309,East of England,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,60644,East of England,Active
Innovate UK,BIS-Funded Programmes,2018,2021,17643414,London,Active
Innovate UK,BIS-Funded Programmes,2019,2023,16986128,London,Active
Innovate UK,BIS-Funded Programmes,2019,2024,16942476,London,Active
Innovate UK,BIS-Funded Programmes,2020,2024,16758325,London,Active
Innovate UK,BIS-Funded Programmes,2020,2023,16535779,London,Active
Innovate UK,BIS-Funded Programmes,2019,2023,15877380,London,Active
Innovate UK,BIS-Funded Programmes,2019,2023,15860875,London,Active
Innovate UK,BIS-Funded Programmes,2018,2022,15299999,London,Active
Innovate UK,BIS-Funded Programmes,2019,2022,14593020,London,Active
Innovate UK,BIS-Funded Programmes,2020,2024,14558248,London,Active
Innovate UK,BIS-Funded Programmes,2015,2015,14500000,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2023,14275209,London,Active
Innovate UK,BIS-Funded Programmes,2018,2022,13799999,London,Active
Innovate UK,BIS-Funded Programmes,2018,2022,13652761,London,Active
Innovate UK,BIS-Funded Programmes,2018,2022,13141477,London,Active
Innovate UK,BIS-Funded Programmes,2019,2023,12782995,London,Active
Innovate UK,BIS-Funded Programmes,2020,2025,12685447,London,Active
Innovate UK,BIS-Funded Programmes,2019,2024,11326007,London,Active
Innovate UK,BIS-Funded Programmes,2017,2021,10597419,London,Active
Innovate UK,BIS-Funded Programmes,2020,2024,10539934,London,Active
Innovate UK,BIS-Funded Programmes,2012,2018,10355244,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2021,9989197,London,Active
Innovate UK,BIS-Funded Programmes,2016,2020,9793504,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,9766958,London,Closed
Innovate UK,BIS-Funded Programmes,2017,2019,9763306,London,Closed
Innovate UK,BIS-Funded Programmes,2017,2021,9238608,London,Active
Innovate UK,BIS-Funded Programmes,2016,2019,9182867,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,9058538,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2020,9024908,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2023,9010939,London,Active
Innovate UK,BIS-Funded Programmes,2013,2016,8976857,London,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,8912010,London,Active
Innovate UK,BIS-Funded Programmes,2020,2023,8477316,London,Active
Innovate UK,BIS-Funded Programmes,2014,2017,8399904,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2016,8356386,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2020,8345328,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,8344525,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2015,8316139,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,8194946,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2021,8156467,London,Active
Innovate UK,BIS-Funded Programmes,2017,2020,8000000,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,7983002,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2015,7953901,London,Closed
Innovate UK,BIS-Funded Programmes,2018,2021,7848403,London,Active
Innovate UK,BIS-Funded Programmes,2016,2021,7797949,London,Active
Innovate UK,BIS-Funded Programmes,2009,2013,7451090,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2021,7397499,London,Active
Innovate UK,BIS-Funded Programmes,2016,2021,7272290,London,Active
Innovate UK,BIS-Funded Programmes,2017,2022,6999219,London,Active
Innovate UK,BIS-Funded Programmes,2016,2021,6987561,London,Active
Innovate UK,BIS-Funded Programmes,2018,2024,6894070,London,Active
Innovate UK,BIS-Funded Programmes,2014,2019,6874357,London,Closed
Innovate UK,BIS-Funded Programmes,2017,2022,6824858,London,Active
Innovate UK,BIS-Funded Programmes,2013,2017,6535626,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,6532649,London,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,6361871,London,Active
Innovate UK,BIS-Funded Programmes,2014,2017,6302733,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,6149998,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2016,6000000,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2024,5598006,London,Active
Innovate UK,BIS-Funded Programmes,2013,2016,5508000,London,Closed
Innovate UK,BIS-Funded Programmes,2021,2023,5394227,London,Active
Innovate UK,BIS-Funded Programmes,2009,2013,5231021,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2023,5224298,London,Active
Innovate UK,BIS-Funded Programmes,2009,2013,5029492,London,Closed
Innovate UK,BIS-Funded Programmes,2021,2024,4978770,London,Active
Innovate UK,BIS-Funded Programmes,2016,2019,4958878,London,Closed
Innovate UK,BIS-Funded Programmes,2018,2023,4892943,London,Active
Innovate UK,BIS-Funded Programmes,2016,2021,4800892,London,Active
Innovate UK,BIS-Funded Programmes,2009,2013,4800000,London,Closed
Innovate UK,BIS-Funded Programmes,2017,2020,4785873,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2018,4771036,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2016,4723932,London,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,4644040,London,Active
Innovate UK,BIS-Funded Programmes,2016,2021,4635053,London,Active
Innovate UK,BIS-Funded Programmes,2014,2017,4536118,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,4525673,London,Closed
Innovate UK,BIS-Funded Programmes,2012,2016,4494477,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2020,4478604,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2021,4450076,London,Active
Innovate UK,BIS-Funded Programmes,2009,2013,4315600,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,4171802,London,Closed
Innovate UK,BIS-Funded Programmes,2018,2023,4061975,London,Active
Innovate UK,BIS-Funded Programmes,2017,2021,3793150,London,Active
Innovate UK,BIS-Funded Programmes,2013,2016,3749813,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2024,3611331,London,Active
Innovate UK,BIS-Funded Programmes,2012,2014,3500000,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2021,3455171,London,Active
Innovate UK,BIS-Funded Programmes,2018,2021,3439360,London,Active
Innovate UK,BIS-Funded Programmes,2013,2014,3406992,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2020,3378614,London,Closed
Innovate UK,BIS-Funded Programmes,2012,2015,3299997,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2020,3250851,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,3207358,London,Active
Innovate UK,BIS-Funded Programmes,2012,2016,3200000,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,3191558,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2018,2975650,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,2700926,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,2539254,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2017,2415186,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,2337000,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,2326912,London,Active
Innovate UK,BIS-Funded Programmes,2013,2016,2259207,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2016,2161013,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2016,2155552,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2016,2155376,London,Closed
Innovate UK,BIS-Funded Programmes,2013,2015,2000000,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2023,1931752,London,Active
Innovate UK,BIS-Funded Programmes,2020,2022,1877886,London,Active
Innovate UK,BIS-Funded Programmes,2013,2016,1842690,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2018,1678306,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,1102494,London,Active
Innovate UK,BIS-Funded Programmes,2014,2015,893360,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,871746,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2022,698551,London,Active
Innovate UK,BIS-Funded Programmes,2015,2018,625769,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,550480,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2018,518078,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,450473,London,Closed
Innovate UK,BIS-Funded Programmes,2014,2016,340016,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2020,322879,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,303481,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2022,241572,London,Active
Innovate UK,BIS-Funded Programmes,2020,2021,228328,London,Closed
Innovate UK,BIS-Funded Programmes,2019,2020,206040,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2018,195678,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2012,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2021,149996,London,Active
Innovate UK,BIS-Funded Programmes,2010,2013,149921,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,149629,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,149560,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,149011,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2010,148500,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,143577,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2012,137263,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,135970,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,133442,London,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,130252,London,Closed
Innovate UK,BIS-Funded Programmes,2015,2016,90794,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,86989,London,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,56005,London,Closed
Innovate UK,BIS-Funded Programmes,2009,2009,20000,London,Closed
Innovate UK,BIS-Funded Programmes,2020,2025,27186331,South East,Active
Innovate UK,BIS-Funded Programmes,2021,2023,19570699,South East,Active
Innovate UK,BIS-Funded Programmes,2014,2017,18758286,South East,Closed
Innovate UK,BIS-Funded Programmes,2018,2021,15000000,South East,Active
Innovate UK,BIS-Funded Programmes,2014,2016,12972223,South East,Closed
Innovate UK,BIS-Funded Programmes,2017,2021,12162792,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2021,12109437,South East,Active
Innovate UK,BIS-Funded Programmes,2018,2021,12055777,South East,Active
Innovate UK,BIS-Funded Programmes,2020,2024,11371437,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2021,11026753,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2021,9900000,South East,Closed
Innovate UK,BIS-Funded Programmes,2019,2023,9753075,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2019,7749932,South East,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,7212148,South East,Active
Innovate UK,BIS-Funded Programmes,2014,2018,7042373,South East,Closed
Innovate UK,BIS-Funded Programmes,2018,2023,6138691,South East,Active
Innovate UK,BIS-Funded Programmes,2018,2022,6125255,South East,Active
Innovate UK,BIS-Funded Programmes,2012,2014,6124619,South East,Closed
Innovate UK,BIS-Funded Programmes,2009,2013,6001690,South East,Closed
Innovate UK,BIS-Funded Programmes,2019,2023,5888485,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2021,4831945,South East,Closed
Innovate UK,BIS-Funded Programmes,2010,2011,4796671,South East,Closed
Innovate UK,BIS-Funded Programmes,2016,2017,4791981,South East,Closed
Innovate UK,BIS-Funded Programmes,2018,2022,4477027,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2021,4153823,South East,Active
Innovate UK,BIS-Funded Programmes,2016,2019,4000000,South East,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,3861612,South East,Closed
Innovate UK,BIS-Funded Programmes,2020,2024,3829757,South East,Active
Innovate UK,BIS-Funded Programmes,2014,2017,3083294,South East,Closed
Innovate UK,BIS-Funded Programmes,2021,2022,2881106,South East,Active
Innovate UK,BIS-Funded Programmes,2020,2023,2593877,South East,Active
Innovate UK,BIS-Funded Programmes,2017,2021,2195604,South East,Active
Innovate UK,BIS-Funded Programmes,2019,2022,2018480,South East,Active
Innovate UK,BIS-Funded Programmes,2020,2023,1996872,South East,Active
Innovate UK,BIS-Funded Programmes,2019,2023,1901177,South East,Active
Innovate UK,BIS-Funded Programmes,2015,2018,1850000,South East,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,1777974,South East,Closed
Innovate UK,BIS-Funded Programmes,2015,2020,1507966,South East,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,1315943,South East,Closed
Innovate UK,BIS-Funded Programmes,2014,2018,1223880,South East,Closed
Innovate UK,BIS-Funded Programmes,2020,2021,680788,South East,Active
Innovate UK,BIS-Funded Programmes,2014,2015,644291,South East,Closed
Innovate UK,BIS-Funded Programmes,2021,2021,497568,South East,Active
Innovate UK,BIS-Funded Programmes,2021,2022,495699,South East,Active
Innovate UK,BIS-Funded Programmes,2015,2018,475416,South East,Closed
Innovate UK,BIS-Funded Programmes,2012,2013,450000,South East,Closed
Innovate UK,BIS-Funded Programmes,2020,2023,405010,South East,Active
Innovate UK,BIS-Funded Programmes,2015,2019,387114,South East,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,348592,South East,Closed
Innovate UK,BIS-Funded Programmes,2015,2019,293526,South East,Closed
Innovate UK,BIS-Funded Programmes,2016,2019,288477,South East,Closed
Innovate UK,BIS-Funded Programmes,2019,2021,257276,South East,Active
Innovate UK,BIS-Funded Programmes,2019,2021,242665,South East,Active
Innovate UK,BIS-Funded Programmes,2021,2022,236416,South East,Active
Innovate UK,BIS-Funded Programmes,2021,2022,207162,South East,Active
Innovate UK,BIS-Funded Programmes,2015,2018,202803,South East,Closed
Innovate UK,BIS-Funded Programmes,2015,2018,186079,South East,Closed
Innovate UK,BIS-Funded Programmes,2016,2018,184132,South East,Closed
Innovate UK,BIS-Funded Programmes,2014,2017,164059,South East,Closed
Innovate UK,BIS-Funded Programmes,2010,2013,150000,South East,Closed
