FundingOrgName,ProjectCategory,StartDate,EndDate,AwardPounds,Region,Status
Innovate UK,Feasibility Studies,2012,2013,124148,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,122288,Scotland,Closed
Innovate UK,Feasibility Studies,2018,2019,121737,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2017,121192,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,120000,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,119815,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,118316,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,117528,Scotland,Closed
Innovate UK,Feasibility Studies,2010,2011,117522,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,117512,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,117432,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,117396,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,115778,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,112288,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2015,111751,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,111094,Scotland,Closed
Innovate UK,Feasibility Studies,2021,2022,109963,Scotland,Active
Innovate UK,Feasibility Studies,2009,2010,109875,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,109199,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,107120,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2015,106527,Scotland,Closed
Innovate UK,Feasibility Studies,2010,2011,105000,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2017,102591,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,102060,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,102046,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2012,99988,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,99544,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,99515,Scotland,Closed
Innovate UK,Feasibility Studies,2018,2019,99511,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,95064,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,94127,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,92467,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,90800,Scotland,Closed
Innovate UK,Feasibility Studies,2010,2011,90000,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,89107,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2015,89026,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2015,88226,Scotland,Closed
Innovate UK,Feasibility Studies,2010,2011,87733,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,87138,Scotland,Closed
Innovate UK,Feasibility Studies,2019,2020,86784,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,86271,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,86094,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,86014,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,84704,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2015,83269,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,82138,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,80947,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,75000,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,75000,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,74972,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,74930,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,74926,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,74889,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,74812,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,74708,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,74700,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,74664,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,74640,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,74103,Scotland,Active
Innovate UK,Feasibility Studies,2020,2021,74076,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,73500,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2014,73283,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,72425,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,72015,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,71930,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,71850,Scotland,Closed
Innovate UK,Feasibility Studies,2018,2019,71125,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,70945,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,70895,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2017,70000,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,69980,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,69948,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,69800,Scotland,Active
Innovate UK,Feasibility Studies,2017,2018,69625,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,69510,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,69510,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,69399,Scotland,Active
Innovate UK,Feasibility Studies,2018,2019,69242,Scotland,Closed
Innovate UK,Feasibility Studies,2021,2022,69188,Scotland,Active
Innovate UK,Feasibility Studies,2016,2017,68529,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,68408,Scotland,Closed
Innovate UK,Feasibility Studies,2018,2018,67873,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,67472,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,66813,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,66000,Scotland,Closed
Innovate UK,Feasibility Studies,2018,2019,63767,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,60329,Scotland,Closed
Innovate UK,Feasibility Studies,2019,2020,59918,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,59623,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,59600,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2014,57500,Scotland,Closed
Innovate UK,Feasibility Studies,2019,2019,53138,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,51074,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,50250,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,50000,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,49998,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,49980,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,49914,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,49758,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,44454,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,42481,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,40000,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,39999,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,37271,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,34348,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2016,34347,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,31340,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2021,30611,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,30400,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,30138,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,28875,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,27159,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,27000,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,26170,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25033,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2013,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,25000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2012,24994,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24975,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,24975,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,24963,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24958,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2012,24946,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,24945,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24935,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2012,24928,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24902,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2018,24887,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24750,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24735,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24724,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24680,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24675,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24649,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24645,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24640,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24627,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24627,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24627,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24621,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24615,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24575,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24554,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,24542,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24514,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24500,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24496,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,24457,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24437,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,24426,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,24397,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24375,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24267,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24185,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24148,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,24068,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,24000,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,23969,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,23841,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,23250,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,23245,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,23100,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,23100,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,23100,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,22987,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,22937,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,22887,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,22819,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,22521,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,22500,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,22441,Scotland,Closed
Innovate UK,Feasibility Studies,2013,2013,22420,Scotland,Closed
Innovate UK,Feasibility Studies,2015,2015,22116,Scotland,Closed
Innovate UK,Feasibility Studies,2019,2019,21047,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,21000,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,21000,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2017,21000,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2017,21000,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,20873,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,20860,Scotland,Closed
Innovate UK,Feasibility Studies,2016,2017,20860,Scotland,Closed
Innovate UK,Feasibility Studies,2012,2012,20729,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,20606,Scotland,Closed
Innovate UK,Feasibility Studies,2014,2014,20468,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,19845,Scotland,Closed
Innovate UK,Feasibility Studies,2011,2011,18240,Scotland,Closed
Innovate UK,Feasibility Studies,2017,2017,16784,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,16154,Scotland,Closed
Innovate UK,Feasibility Studies,2009,2009,15000,Scotland,Closed
Innovate UK,Feasibility Studies,2018,2018,13390,Scotland,Closed
Innovate UK,Feasibility Studies,2020,2020,11000,Scotland,Closed
Innovate UK,Feasibility Studies,2019,2020,397769,Wales,Closed
Innovate UK,Feasibility Studies,2018,2019,323507,Wales,Closed
Innovate UK,Feasibility Studies,2019,2020,265110,Wales,Closed
Innovate UK,Feasibility Studies,2018,2019,250386,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,247100,Wales,Closed
Innovate UK,Feasibility Studies,2015,2016,246788,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,228988,Wales,Closed
Innovate UK,Feasibility Studies,2018,2019,206078,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,205503,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,185463,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,179179,Wales,Closed
Innovate UK,Feasibility Studies,2015,2016,174732,Wales,Closed
Innovate UK,Feasibility Studies,2015,2016,150388,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,140126,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,137200,Wales,Closed
Innovate UK,Feasibility Studies,2018,2018,133197,Wales,Closed
Innovate UK,Feasibility Studies,2014,2015,129490,Wales,Closed
Innovate UK,Feasibility Studies,2015,2016,129231,Wales,Closed
Innovate UK,Feasibility Studies,2016,2018,127931,Wales,Closed
Innovate UK,Feasibility Studies,2021,2022,126840,Wales,Active
Innovate UK,Feasibility Studies,2014,2015,126001,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,114028,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,111737,Wales,Closed
Innovate UK,Feasibility Studies,2014,2015,107428,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,105855,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,105696,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,104974,Wales,Closed
Innovate UK,Feasibility Studies,2018,2018,104900,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,103029,Wales,Closed
Innovate UK,Feasibility Studies,2018,2019,102240,Wales,Closed
Innovate UK,Feasibility Studies,2012,2013,102000,Wales,Closed
Innovate UK,Feasibility Studies,2012,2013,98727,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,98000,Wales,Active
Innovate UK,Feasibility Studies,2016,2017,97561,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,89604,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,87492,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,86993,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,86087,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,80210,Wales,Closed
Innovate UK,Feasibility Studies,2012,2013,78543,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,77240,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,76410,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,75000,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,74073,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,73833,Wales,Active
Innovate UK,Feasibility Studies,2019,2019,72987,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,70743,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,70000,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,69999,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,69994,Wales,Closed
Innovate UK,Feasibility Studies,2017,2019,69962,Wales,Closed
Innovate UK,Feasibility Studies,2017,2017,69955,Wales,Closed
Innovate UK,Feasibility Studies,2018,2019,69937,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,69870,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,69678,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,68825,Wales,Closed
Innovate UK,Feasibility Studies,2017,2017,68781,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,67766,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,67545,Wales,Closed
Innovate UK,Feasibility Studies,2014,2014,67149,Wales,Closed
Innovate UK,Feasibility Studies,2018,2018,66803,Wales,Closed
Innovate UK,Feasibility Studies,2012,2013,66249,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,66134,Wales,Closed
Innovate UK,Feasibility Studies,2014,2015,65231,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,64509,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,64278,Wales,Closed
Innovate UK,Feasibility Studies,2017,2017,59983,Wales,Closed
Innovate UK,Feasibility Studies,2018,2019,59736,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,58969,Wales,Active
Innovate UK,Feasibility Studies,2017,2018,55139,Wales,Closed
Innovate UK,Feasibility Studies,2012,2012,50000,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,50000,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,49999,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,49998,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,49912,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,49192,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,39100,Wales,Closed
Innovate UK,Feasibility Studies,2013,2014,36565,Wales,Closed
Innovate UK,Feasibility Studies,2014,2015,32486,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,27601,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,27085,Wales,Closed
Innovate UK,Feasibility Studies,2020,2021,26355,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,25477,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,25005,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,25000,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,25000,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,25000,Wales,Closed
Innovate UK,Feasibility Studies,2020,2020,25000,Wales,Closed
Innovate UK,Feasibility Studies,2017,2018,24999,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,24997,Wales,Closed
Innovate UK,Feasibility Studies,2012,2012,24975,Wales,Closed
Innovate UK,Feasibility Studies,2012,2012,24975,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,24975,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,24959,Wales,Closed
Innovate UK,Feasibility Studies,2012,2012,24904,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,24825,Wales,Closed
Innovate UK,Feasibility Studies,2014,2014,24770,Wales,Closed
Innovate UK,Feasibility Studies,2012,2012,24750,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,24750,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,24750,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,24750,Wales,Closed
Innovate UK,Feasibility Studies,2014,2014,24750,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,24522,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,24450,Wales,Closed
Innovate UK,Feasibility Studies,2014,2014,24284,Wales,Closed
Innovate UK,Feasibility Studies,2014,2014,24187,Wales,Closed
Innovate UK,Feasibility Studies,2015,2015,23100,Wales,Closed
Innovate UK,Feasibility Studies,2015,2015,23100,Wales,Closed
Innovate UK,Feasibility Studies,2015,2015,23083,Wales,Closed
Innovate UK,Feasibility Studies,2017,2017,21000,Wales,Closed
Innovate UK,Feasibility Studies,2017,2017,21000,Wales,Closed
Innovate UK,Feasibility Studies,2017,2017,21000,Wales,Closed
Innovate UK,Feasibility Studies,2014,2014,20756,Wales,Closed
Innovate UK,Feasibility Studies,2012,2012,18002,Wales,Closed
Innovate UK,Feasibility Studies,2009,2009,15000,Wales,Closed
Innovate UK,Feasibility Studies,2016,2017,14000,Wales,Closed
Innovate UK,Feasibility Studies,2011,2011,13500,Wales,Closed
Innovate UK,Feasibility Studies,2013,2013,10500,Wales,Closed
Innovate UK,Feasibility Studies,2015,2016,9925,Wales,Closed
UKRI,Fellowship,2020,2025,1285777,North East,Active
UKRI,Fellowship,2021,2025,970494,North East,Active
UKRI,Fellowship,2019,2023,929294,North East,Active
STFC,Fellowship,2021,2026,474256,North East,Active
STFC,Fellowship,2019,2023,332865,North East,Active
AHRC,Fellowship,2021,2023,202194,North East,Active
AHRC,Fellowship,2019,2022,191207,North East,Active
NERC,Fellowship,2017,2021,168964,North East,Closed
AHRC,Fellowship,2018,2020,149786,North East,Closed
AHRC,Fellowship,2021,2023,141706,North East,Active
AHRC,Fellowship,2017,2019,138838,North East,Closed
EPSRC,Fellowship,2010,2011,98714,North East,Closed
AHRC,Fellowship,2014,2015,96300,North East,Closed
AHRC,Fellowship,2015,2016,91883,North East,Closed
AHRC,Fellowship,2014,2016,83366,North East,Closed
AHRC,Fellowship,2012,2013,76634,North East,Closed
AHRC,Fellowship,2012,2013,74705,North East,Closed
AHRC,Fellowship,2012,2013,66869,North East,Closed
NERC,Fellowship,2009,2010,63494,North East,Closed
AHRC,Fellowship,2011,2012,48062,North East,Closed
AHRC,Fellowship,2011,2011,45489,North East,Closed
AHRC,Fellowship,2013,2013,44423,North East,Closed
AHRC,Fellowship,2012,2013,43109,North East,Closed
AHRC,Fellowship,2012,2013,37896,North East,Closed
EPSRC,Fellowship,2021,2026,4300504,North West,Active
MRC,Fellowship,2009,2014,1962389,North West,Closed
EPSRC,Fellowship,2013,2018,1815952,North West,Closed
MRC,Fellowship,2020,2025,1500970,North West,Active
EPSRC,Fellowship,2011,2017,1500011,North West,Closed
EPSRC,Fellowship,2018,2022,1463518,North West,Active
EPSRC,Fellowship,2015,2021,1422791,North West,Closed
MRC,Fellowship,2021,2027,1395116,North West,Active
EPSRC,Fellowship,2015,2020,1379310,North West,Closed
EPSRC,Fellowship,2017,2022,1340905,North West,Active
MRC,Fellowship,2012,2018,1313272,North West,Closed
MRC,Fellowship,2021,2026,1303330,North West,Active
EPSRC,Fellowship,2015,2020,1278403,North West,Closed
EPSRC,Fellowship,2013,2019,1249809,North West,Closed
UKRI,Fellowship,2019,2023,1244406,North West,Active
UKRI,Fellowship,2021,2025,1224050,North West,Active
UKRI,Fellowship,2021,2025,1223481,North West,Active
UKRI,Fellowship,2021,2025,1223149,North West,Active
UKRI,Fellowship,2020,2024,1221513,North West,Active
EPSRC,Fellowship,2011,2016,1218799,North West,Closed
EPSRC,Fellowship,2021,2025,1211857,North West,Active
EPSRC,Fellowship,2014,2015,1211079,North West,Closed
EPSRC,Fellowship,2016,2021,1207766,North West,Active
UKRI,Fellowship,2021,2025,1196146,North West,Active
EPSRC,Fellowship,2021,2026,1195832,North West,Active
MRC,Fellowship,2017,2022,1187323,North West,Active
UKRI,Fellowship,2020,2025,1179085,North West,Active
MRC,Fellowship,2009,2014,1173260,North West,Closed
MRC,Fellowship,2016,2021,1172487,North West,Active
UKRI,Fellowship,2020,2024,1154956,North West,Active
EPSRC,Fellowship,2009,2014,1154493,North West,Closed
EPSRC,Fellowship,2017,2023,1152056,North West,Active
BBSRC,Fellowship,2014,2020,1149824,North West,Closed
EPSRC,Fellowship,2015,2020,1146757,North West,Closed
BBSRC,Fellowship,2013,2019,1101823,North West,Closed
EPSRC,Fellowship,2021,2025,1097294,North West,Active
EPSRC,Fellowship,2014,2019,1094684,North West,Closed
MRC,Fellowship,2010,2015,1084091,North West,Closed
UKRI,Fellowship,2020,2024,1060367,North West,Active
EPSRC,Fellowship,2012,2017,1060085,North West,Closed
BBSRC,Fellowship,2015,2021,1030405,North West,Closed
MRC,Fellowship,2014,2019,1028543,North West,Closed
EPSRC,Fellowship,2014,2020,1024548,North West,Closed
BBSRC,Fellowship,2017,2023,1023462,North West,Active
UKRI,Fellowship,2020,2024,1006392,North West,Active
UKRI,Fellowship,2020,2024,985741,North West,Active
UKRI,Fellowship,2020,2024,983759,North West,Active
BBSRC,Fellowship,2012,2017,977415,North West,Closed
EPSRC,Fellowship,2019,2024,975175,North West,Active
UKRI,Fellowship,2020,2024,974920,North West,Active
EPSRC,Fellowship,2015,2018,973546,North West,Closed
BBSRC,Fellowship,2016,2022,969200,North West,Active
BBSRC,Fellowship,2022,2026,967405,North West,Active
EPSRC,Fellowship,2010,2016,950863,North West,Closed
BBSRC,Fellowship,2012,2017,947786,North West,Closed
BBSRC,Fellowship,2011,2016,946737,North West,Closed
EPSRC,Fellowship,2017,2022,942832,North West,Active
BBSRC,Fellowship,2016,2021,927673,North West,Active
BBSRC,Fellowship,2010,2015,911139,North West,Closed
UKRI,Fellowship,2020,2024,910938,North West,Active
EPSRC,Fellowship,2019,2022,896886,North West,Active
MRC,Fellowship,2013,2018,890693,North West,Closed
UKRI,Fellowship,2021,2024,887025,North West,Active
EPSRC,Fellowship,2016,2021,866379,North West,Closed
UKRI,Fellowship,2020,2024,858344,North West,Active
EPSRC,Fellowship,2021,2025,832044,North West,Active
UKRI,Fellowship,2020,2024,812362,North West,Active
UKRI,Fellowship,2020,2024,797064,North West,Active
UKRI,Fellowship,2021,2025,767138,North West,Active
EPSRC,Fellowship,2011,2016,755988,North West,Closed
EPSRC,Fellowship,2016,2021,755202,North West,Closed
UKRI,Fellowship,2020,2024,754006,North West,Active
EPSRC,Fellowship,2009,2010,745769,North West,Closed
UKRI,Fellowship,2019,2019,745676,North West,Closed
EPSRC,Fellowship,2021,2025,683454,North West,Active
NERC,Fellowship,2021,2025,672300,North West,Active
MRC,Fellowship,2013,2019,664960,North West,Closed
UKRI,Fellowship,2019,2023,658964,North West,Active
NERC,Fellowship,2020,2024,637704,North West,Closed
EPSRC,Fellowship,2011,2014,635603,North West,Closed
MRC,Fellowship,2016,2021,628371,North West,Active
EPSRC,Fellowship,2013,2015,569611,North West,Closed
BBSRC,Fellowship,2010,2016,563910,North West,Closed
MRC,Fellowship,2019,2022,560066,North West,Active
